"COD_CIR";"id_key";"RR";"id";"cat_casos";"data"
35011;"RR_casos";;"casos";"0";"2023-12-27"
35012;"RR_casos";;"casos";"0";"2023-12-27"
35013;"RR_casos";;"casos";"0";"2023-12-27"
35014;"RR_casos";;"casos";"0";"2023-12-27"
35015;"RR_casos";;"casos";"0";"2023-12-27"
35016;"RR_casos";;"casos";"0";"2023-12-27"
35021;"RR_casos";;"casos";"0";"2023-12-27"
35022;"RR_casos";;"casos";"0";"2023-12-27"
35023;"RR_casos";;"casos";"0";"2023-12-27"
35031;"RR_casos";;"casos";"0";"2023-12-27"
35032;"RR_casos";;"casos";"0";"2023-12-27"
35033;"RR_casos";;"casos";"0";"2023-12-27"
35034;"RR_casos";;"casos";"0";"2023-12-27"
35041;"RR_casos";;"casos";"0";"2023-12-27"
35051;"RR_casos";;"casos";"0";"2023-12-27"
35052;"RR_casos";;"casos";"0";"2023-12-27"
35061;"RR_casos";;"casos";"0";"2023-12-27"
35062;"RR_casos";;"casos";"0";"2023-12-27"
35063;"RR_casos";3.3371562803;"casos";">3";"2023-12-27"
35064;"RR_casos";;"casos";"0";"2023-12-27"
35065;"RR_casos";;"casos";"0";"2023-12-27"
35071;"RR_casos";;"casos";"0";"2023-12-27"
35072;"RR_casos";;"casos";"0";"2023-12-27"
35073;"RR_casos";;"casos";"0";"2023-12-27"
35074;"RR_casos";;"casos";"0";"2023-12-27"
35081;"RR_casos";;"casos";"0";"2023-12-27"
35082;"RR_casos";;"casos";"0";"2023-12-27"
35083;"RR_casos";;"casos";"0";"2023-12-27"
35091;"RR_casos";;"casos";"0";"2023-12-27"
35092;"RR_casos";;"casos";"0";"2023-12-27"
35093;"RR_casos";;"casos";"0";"2023-12-27"
35094;"RR_casos";;"casos";"0";"2023-12-27"
35095;"RR_casos";;"casos";"0";"2023-12-27"
35101;"RR_casos";;"casos";"0";"2023-12-27"
35102;"RR_casos";;"casos";"0";"2023-12-27"
35103;"RR_casos";;"casos";"0";"2023-12-27"
35104;"RR_casos";;"casos";"0";"2023-12-27"
35111;"RR_casos";;"casos";"0";"2023-12-27"
35112;"RR_casos";;"casos";"0";"2023-12-27"
35113;"RR_casos";;"casos";"0";"2023-12-27"
35114;"RR_casos";;"casos";"0";"2023-12-27"
35115;"RR_casos";;"casos";"0";"2023-12-27"
35121;"RR_casos";;"casos";"0";"2023-12-27"
35131;"RR_casos";;"casos";"0";"2023-12-27"
35132;"RR_casos";;"casos";"0";"2023-12-27"
35133;"RR_casos";;"casos";"0";"2023-12-27"
35141;"RR_casos";;"casos";"0";"2023-12-27"
35142;"RR_casos";;"casos";"0";"2023-12-27"
35143;"RR_casos";;"casos";"0";"2023-12-27"
35151;"RR_casos";;"casos";"0";"2023-12-27"
35152;"RR_casos";;"casos";"0";"2023-12-27"
35153;"RR_casos";;"casos";"0";"2023-12-27"
35154;"RR_casos";;"casos";"0";"2023-12-27"
35155;"RR_casos";2.3687711258;"casos";"2.0-3.0";"2023-12-27"
35156;"RR_casos";2.3687711258;"casos";"2.0-3.0";"2023-12-27"
35157;"RR_casos";;"casos";"0";"2023-12-27"
35161;"RR_casos";;"casos";"0";"2023-12-27"
35162;"RR_casos";;"casos";"0";"2023-12-27"
35163;"RR_casos";;"casos";"0";"2023-12-27"
35171;"RR_casos";;"casos";"0";"2023-12-27"
35172;"RR_casos";;"casos";"0";"2023-12-27"
35173;"RR_casos";2.938264901;"casos";"2.0-3.0";"2023-12-27"
35174;"RR_casos";2.938264901;"casos";"2.0-3.0";"2023-12-27"
35011;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35012;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35013;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35014;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35015;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35016;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35021;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35022;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35023;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35031;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35032;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35033;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35034;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35041;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35051;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35052;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35061;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35062;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35063;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35064;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35065;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35071;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35072;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35073;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35074;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35081;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35082;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35083;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35091;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35092;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35093;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35094;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35095;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35101;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35102;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35103;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35104;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35111;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35112;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35113;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35114;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35115;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35121;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35131;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35132;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35133;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35141;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35142;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35143;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35151;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35152;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35153;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35154;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35155;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35156;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35157;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35161;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35162;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35163;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35171;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35172;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35173;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35174;"RR_Mdn";;"Mdn";"0";"2023-12-27"
35011;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35012;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35013;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35014;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35015;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35016;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35021;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35022;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35023;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35031;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35032;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35033;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35034;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35041;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35051;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35052;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35061;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35062;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35063;"RR_Mdn_mv";2.9468531776;"Mdn_mv";"2.0-3.0";"2023-12-27"
35064;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35065;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35071;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35072;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35073;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35074;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35081;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35082;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35083;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35091;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35092;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35093;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35094;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35095;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35101;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35102;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35103;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35104;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35111;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35112;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35113;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35114;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35115;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35121;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35131;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35132;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35133;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35141;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35142;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35143;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35151;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35152;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35153;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35154;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35155;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35156;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35157;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35161;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35162;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35163;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35171;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35172;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35173;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35174;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-27"
35011;"RR_obs";;"obs";"0";"2023-12-27"
35012;"RR_obs";;"obs";"0";"2023-12-27"
35013;"RR_obs";;"obs";"0";"2023-12-27"
35014;"RR_obs";;"obs";"0";"2023-12-27"
35015;"RR_obs";;"obs";"0";"2023-12-27"
35016;"RR_obs";;"obs";"0";"2023-12-27"
35021;"RR_obs";;"obs";"0";"2023-12-27"
35022;"RR_obs";;"obs";"0";"2023-12-27"
35023;"RR_obs";;"obs";"0";"2023-12-27"
35031;"RR_obs";;"obs";"0";"2023-12-27"
35032;"RR_obs";;"obs";"0";"2023-12-27"
35033;"RR_obs";;"obs";"0";"2023-12-27"
35034;"RR_obs";;"obs";"0";"2023-12-27"
35041;"RR_obs";;"obs";"0";"2023-12-27"
35051;"RR_obs";;"obs";"0";"2023-12-27"
35052;"RR_obs";;"obs";"0";"2023-12-27"
35061;"RR_obs";;"obs";"0";"2023-12-27"
35062;"RR_obs";;"obs";"0";"2023-12-27"
35063;"RR_obs";;"obs";"0";"2023-12-27"
35064;"RR_obs";;"obs";"0";"2023-12-27"
35065;"RR_obs";;"obs";"0";"2023-12-27"
35071;"RR_obs";;"obs";"0";"2023-12-27"
35072;"RR_obs";;"obs";"0";"2023-12-27"
35073;"RR_obs";;"obs";"0";"2023-12-27"
35074;"RR_obs";;"obs";"0";"2023-12-27"
35081;"RR_obs";;"obs";"0";"2023-12-27"
35082;"RR_obs";;"obs";"0";"2023-12-27"
35083;"RR_obs";;"obs";"0";"2023-12-27"
35091;"RR_obs";;"obs";"0";"2023-12-27"
35092;"RR_obs";;"obs";"0";"2023-12-27"
35093;"RR_obs";;"obs";"0";"2023-12-27"
35094;"RR_obs";;"obs";"0";"2023-12-27"
35095;"RR_obs";;"obs";"0";"2023-12-27"
35101;"RR_obs";;"obs";"0";"2023-12-27"
35102;"RR_obs";;"obs";"0";"2023-12-27"
35103;"RR_obs";;"obs";"0";"2023-12-27"
35104;"RR_obs";;"obs";"0";"2023-12-27"
35111;"RR_obs";;"obs";"0";"2023-12-27"
35112;"RR_obs";;"obs";"0";"2023-12-27"
35113;"RR_obs";;"obs";"0";"2023-12-27"
35114;"RR_obs";;"obs";"0";"2023-12-27"
35115;"RR_obs";;"obs";"0";"2023-12-27"
35121;"RR_obs";;"obs";"0";"2023-12-27"
35131;"RR_obs";;"obs";"0";"2023-12-27"
35132;"RR_obs";;"obs";"0";"2023-12-27"
35133;"RR_obs";;"obs";"0";"2023-12-27"
35141;"RR_obs";;"obs";"0";"2023-12-27"
35142;"RR_obs";;"obs";"0";"2023-12-27"
35143;"RR_obs";;"obs";"0";"2023-12-27"
35151;"RR_obs";;"obs";"0";"2023-12-27"
35152;"RR_obs";;"obs";"0";"2023-12-27"
35153;"RR_obs";;"obs";"0";"2023-12-27"
35154;"RR_obs";;"obs";"0";"2023-12-27"
35155;"RR_obs";;"obs";"0";"2023-12-27"
35156;"RR_obs";;"obs";"0";"2023-12-27"
35157;"RR_obs";;"obs";"0";"2023-12-27"
35161;"RR_obs";;"obs";"0";"2023-12-27"
35162;"RR_obs";;"obs";"0";"2023-12-27"
35163;"RR_obs";;"obs";"0";"2023-12-27"
35171;"RR_obs";;"obs";"0";"2023-12-27"
35172;"RR_obs";;"obs";"0";"2023-12-27"
35173;"RR_obs";;"obs";"0";"2023-12-27"
35174;"RR_obs";;"obs";"0";"2023-12-27"
35011;"RR_casos";;"casos";"0";"2023-12-20"
35012;"RR_casos";;"casos";"0";"2023-12-20"
35013;"RR_casos";;"casos";"0";"2023-12-20"
35014;"RR_casos";;"casos";"0";"2023-12-20"
35015;"RR_casos";1.3523437782;"casos";"1.1-2.0";"2023-12-20"
35016;"RR_casos";;"casos";"0";"2023-12-20"
35021;"RR_casos";;"casos";"0";"2023-12-20"
35022;"RR_casos";;"casos";"0";"2023-12-20"
35023;"RR_casos";;"casos";"0";"2023-12-20"
35031;"RR_casos";;"casos";"0";"2023-12-20"
35032;"RR_casos";;"casos";"0";"2023-12-20"
35033;"RR_casos";;"casos";"0";"2023-12-20"
35034;"RR_casos";;"casos";"0";"2023-12-20"
35041;"RR_casos";1.3523437782;"casos";"1.1-2.0";"2023-12-20"
35051;"RR_casos";;"casos";"0";"2023-12-20"
35052;"RR_casos";;"casos";"0";"2023-12-20"
35061;"RR_casos";;"casos";"0";"2023-12-20"
35062;"RR_casos";;"casos";"0";"2023-12-20"
35063;"RR_casos";2.4644487359;"casos";"2.0-3.0";"2023-12-20"
35064;"RR_casos";;"casos";"0";"2023-12-20"
35065;"RR_casos";;"casos";"0";"2023-12-20"
35071;"RR_casos";;"casos";"0";"2023-12-20"
35072;"RR_casos";;"casos";"0";"2023-12-20"
35073;"RR_casos";;"casos";"0";"2023-12-20"
35074;"RR_casos";;"casos";"0";"2023-12-20"
35081;"RR_casos";;"casos";"0";"2023-12-20"
35082;"RR_casos";;"casos";"0";"2023-12-20"
35083;"RR_casos";;"casos";"0";"2023-12-20"
35091;"RR_casos";;"casos";"0";"2023-12-20"
35092;"RR_casos";;"casos";"0";"2023-12-20"
35093;"RR_casos";2.6358598075;"casos";"2.0-3.0";"2023-12-20"
35094;"RR_casos";;"casos";"0";"2023-12-20"
35095;"RR_casos";;"casos";"0";"2023-12-20"
35101;"RR_casos";;"casos";"0";"2023-12-20"
35102;"RR_casos";;"casos";"0";"2023-12-20"
35103;"RR_casos";;"casos";"0";"2023-12-20"
35104;"RR_casos";;"casos";"0";"2023-12-20"
35111;"RR_casos";;"casos";"0";"2023-12-20"
35112;"RR_casos";;"casos";"0";"2023-12-20"
35113;"RR_casos";;"casos";"0";"2023-12-20"
35114;"RR_casos";;"casos";"0";"2023-12-20"
35115;"RR_casos";;"casos";"0";"2023-12-20"
35121;"RR_casos";;"casos";"0";"2023-12-20"
35131;"RR_casos";;"casos";"0";"2023-12-20"
35132;"RR_casos";;"casos";"0";"2023-12-20"
35133;"RR_casos";;"casos";"0";"2023-12-20"
35141;"RR_casos";;"casos";"0";"2023-12-20"
35142;"RR_casos";;"casos";"0";"2023-12-20"
35143;"RR_casos";;"casos";"0";"2023-12-20"
35151;"RR_casos";;"casos";"0";"2023-12-20"
35152;"RR_casos";;"casos";"0";"2023-12-20"
35153;"RR_casos";;"casos";"0";"2023-12-20"
35154;"RR_casos";1.9363792363;"casos";"1.1-2.0";"2023-12-20"
35155;"RR_casos";1.9363792363;"casos";"1.1-2.0";"2023-12-20"
35156;"RR_casos";1.9363792363;"casos";"1.1-2.0";"2023-12-20"
35157;"RR_casos";1.9363792363;"casos";"1.1-2.0";"2023-12-20"
35161;"RR_casos";;"casos";"0";"2023-12-20"
35162;"RR_casos";;"casos";"0";"2023-12-20"
35163;"RR_casos";;"casos";"0";"2023-12-20"
35171;"RR_casos";;"casos";"0";"2023-12-20"
35172;"RR_casos";;"casos";"0";"2023-12-20"
35173;"RR_casos";3.1052630185;"casos";">3";"2023-12-20"
35174;"RR_casos";;"casos";"0";"2023-12-20"
35011;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35012;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35013;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35014;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35015;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35016;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35021;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35022;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35023;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35031;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35032;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35033;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35034;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35041;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35051;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35052;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35061;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35062;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35063;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35064;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35065;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35071;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35072;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35073;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35074;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35081;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35082;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35083;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35091;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35092;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35093;"RR_Mdn";2.7088307493;"Mdn";"2.0-3.0";"2023-12-20"
35094;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35095;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35101;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35102;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35103;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35104;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35111;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35112;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35113;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35114;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35115;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35121;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35131;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35132;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35133;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35141;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35142;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35143;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35151;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35152;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35153;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35154;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35155;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35156;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35157;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35161;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35162;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35163;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35171;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35172;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35173;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35174;"RR_Mdn";;"Mdn";"0";"2023-12-20"
35011;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35012;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35013;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35014;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35015;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35016;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35021;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35022;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35023;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35031;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35032;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35033;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35034;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35041;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35051;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35052;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35061;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35062;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35063;"RR_Mdn_mv";2.8160389359;"Mdn_mv";"2.0-3.0";"2023-12-20"
35064;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35065;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35071;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35072;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35073;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35074;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35081;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35082;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35083;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35091;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35092;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35093;"RR_Mdn_mv";2.8328482665;"Mdn_mv";"2.0-3.0";"2023-12-20"
35094;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35095;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35101;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35102;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35103;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35104;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35111;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35112;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35113;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35114;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35115;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35121;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35131;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35132;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35133;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35141;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35142;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35143;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35151;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35152;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35153;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35154;"RR_Mdn_mv";1.8099700293;"Mdn_mv";"1.1-2.0";"2023-12-20"
35155;"RR_Mdn_mv";1.8099700293;"Mdn_mv";"1.1-2.0";"2023-12-20"
35156;"RR_Mdn_mv";1.8099700293;"Mdn_mv";"1.1-2.0";"2023-12-20"
35157;"RR_Mdn_mv";1.8099700293;"Mdn_mv";"1.1-2.0";"2023-12-20"
35161;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35162;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35163;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35171;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35172;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35173;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35174;"RR_Mdn_mv";;"Mdn_mv";"0";"2023-12-20"
35011;"RR_obs";;"obs";"0";"2023-12-20"
